pid,tick,active,x_pos,y_pos,velocity,angle,bg_val,total_points
0001-6f1ac01d-24a3-41ca-916a-ee92bce43b9a,0,visible,399.762,151.812,2.125,56,0.58,0
0001-6f1ac01d-24a3-41ca-916a-ee92bce43b9a,1,visible,401.524,150.624,2.125,56,0.58,0
0001-6f1ac01d-24a3-41ca-916a-ee92bce43b9a,2,visible,403.286,149.436,2.125,56,0.58,0
0001-6f1ac01d-24a3-41ca-916a-ee92bce43b9a,3,visible,405.048,148.248,2.125,56,0.58,0
0001-6f1ac01d-24a3-41ca-916a-ee92bce43b9a,4,visible,406.81,147.06,2.125,56,0.58,0
0001-6f1ac01d-24a3-41ca-916a-ee92bce43b9a,5,visible,408.572,145.872,2.125,56,0.58,0
0001-6f1ac01d-24a3-41ca-916a-ee92bce43b9a,6,visible,410.334,144.684,2.125,56,0.58,0
0001-6f1ac01d-24a3-41ca-916a-ee92bce43b9a,7,visible,412.096,143.496,2.125,56,0.58,0
0001-6f1ac01d-24a3-41ca-916a-ee92bce43b9a,8,visible,413.858,142.308,2.125,56,0.58,0
0001-6f1ac01d-24a3-41ca-916a-ee92bce43b9a,9,visible,415.107,140.589,2.125,36,0.58,0
0001-6f1ac01d-24a3-41ca-916a-ee92bce43b9a,10,visible,416.356,138.87,2.125,36,0.58,0
0001-6f1ac01d-24a3-41ca-916a-ee92bce43b9a,11,visible,417.605,137.151,2.125,36,0.58,0
0001-6f1ac01d-24a3-41ca-916a-ee92bce43b9a,12,visible,418.854,135.432,2.125,36,0.58,0
0001-6f1ac01d-24a3-41ca-916a-ee92bce43b9a,13,visible,420.103,133.713,2.125,36,0.58,0
0001-6f1ac01d-24a3-41ca-916a-ee92bce43b9a,14,visible,421.352,131.994,2.125,36,0.58,0
0001-6f1ac01d-24a3-41ca-916a-ee92bce43b9a,15,visible,422.601,130.275,2.125,36,0.58,0
0001-6f1ac01d-24a3-41ca-916a-ee92bce43b9a,16,visible,423.85,128.556,2.125,36,0.58,0
0001-6f1ac01d-24a3-41ca-916a-ee92bce43b9a,17,visible,424.436,126.513,2.125,16,0.58,0
0001-6f1ac01d-24a3-41ca-916a-ee92bce43b9a,18,visible,423.744,124.504,2.125,341,0.58,0
0001-6f1ac01d-24a3-41ca-916a-ee92bce43b9a,19,visible,422.025,123.255,2.125,306,0.58,0.01
0001-6f1ac01d-24a3-41ca-916a-ee92bce43b9a,20,visible,414.901,123.131,7.125,271,0.58,0.01
0001-6f1ac01d-24a3-41ca-916a-ee92bce43b9a,21,visible,407.777,123.007,7.125,271,0.58,0.01
0001-6f1ac01d-24a3-41ca-916a-ee92bce43b9a,22,visible,400.653,122.883,7.125,271,0.58,0.01
0001-6f1ac01d-24a3-41ca-916a-ee92bce43b9a,23,visible,393.529,122.759,7.125,271,0.58,0.01
0001-6f1ac01d-24a3-41ca-916a-ee92bce43b9a,24,visible,386.405,122.635,7.125,271,0.58,0.01
0001-6f1ac01d-24a3-41ca-916a-ee92bce43b9a,25,visible,380.173,126.089,7.125,241,0.58,0.01
0001-6f1ac01d-24a3-41ca-916a-ee92bce43b9a,26,visible,379.079,127.91,2.125,211,0.58,0.01
0001-6f1ac01d-24a3-41ca-916a-ee92bce43b9a,27,visible,377.985,129.731,2.125,211,0.58,0.01
0001-6f1ac01d-24a3-41ca-916a-ee92bce43b9a,28,visible,376.891,131.552,2.125,211,0.58,0.01
0001-6f1ac01d-24a3-41ca-916a-ee92bce43b9a,29,visible,375.797,133.373,2.125,211,0.58,0.01
0001-6f1ac01d-24a3-41ca-916a-ee92bce43b9a,30,visible,374.703,135.194,2.125,211,0.58,0.01
0001-6f1ac01d-24a3-41ca-916a-ee92bce43b9a,31,visible,373.609,137.015,2.125,211,0.58,0.01
0001-6f1ac01d-24a3-41ca-916a-ee92bce43b9a,32,visible,372.515,138.836,2.125,211,0.58,0.01
0001-6f1ac01d-24a3-41ca-916a-ee92bce43b9a,33,visible,371.421,140.657,2.125,211,0.58,0.01
0001-6f1ac01d-24a3-41ca-916a-ee92bce43b9a,34,visible,370.327,142.478,2.125,211,0.58,0.01
0001-6f1ac01d-24a3-41ca-916a-ee92bce43b9a,35,visible,369.233,144.299,2.125,211,0.58,0.01
0001-6f1ac01d-24a3-41ca-916a-ee92bce43b9a,36,hidden,368.139,146.12,2.125,211,0.58,0.01
0001-6f1ac01d-24a3-41ca-916a-ee92bce43b9a,37,hidden,367.045,147.941,2.125,211,0.58,0.01
0001-6f1ac01d-24a3-41ca-916a-ee92bce43b9a,38,hidden,365.951,149.762,2.125,211,0.58,0.01
0001-6f1ac01d-24a3-41ca-916a-ee92bce43b9a,39,hidden,364.857,151.583,2.125,211,0.58,0.01
0001-6f1ac01d-24a3-41ca-916a-ee92bce43b9a,40,hidden,363.763,153.404,2.125,211,0.58,0.01
0001-6f1ac01d-24a3-41ca-916a-ee92bce43b9a,41,hidden,362.669,155.225,2.125,211,0.58,0.01
0001-6f1ac01d-24a3-41ca-916a-ee92bce43b9a,42,hidden,361.575,157.046,2.125,211,0.58,0.01
0001-6f1ac01d-24a3-41ca-916a-ee92bce43b9a,43,hidden,360.481,158.867,2.125,211,0.58,0.01
1963-b0b9a323-0683-4f56-9613-a2af6e282731,43,visible,265,115.125,2.125,180,0.58,0
0001-6f1ac01d-24a3-41ca-916a-ee92bce43b9a,44,hidden,359.387,160.688,2.125,211,0.58,0.01
1963-b0b9a323-0683-4f56-9613-a2af6e282731,44,visible,265,117.25,2.125,180,0.58,0
0001-6f1ac01d-24a3-41ca-916a-ee92bce43b9a,45,hidden,358.293,162.509,2.125,211,0.58,0.01
1963-b0b9a323-0683-4f56-9613-a2af6e282731,45,visible,265,119.375,2.125,180,0.58,0
0001-6f1ac01d-24a3-41ca-916a-ee92bce43b9a,46,hidden,357.199,164.33,2.125,211,0.58,0.01
1963-b0b9a323-0683-4f56-9613-a2af6e282731,46,visible,265,121.5,2.125,180,0.58,0
0001-6f1ac01d-24a3-41ca-916a-ee92bce43b9a,47,hidden,356.105,166.151,2.125,211,0.58,0.01
1963-b0b9a323-0683-4f56-9613-a2af6e282731,47,visible,265,123.625,2.125,180,0.58,0
0001-6f1ac01d-24a3-41ca-916a-ee92bce43b9a,48,hidden,355.011,167.972,2.125,211,0.58,0.01
1963-b0b9a323-0683-4f56-9613-a2af6e282731,48,visible,265,125.75,2.125,180,0.58,0
0001-6f1ac01d-24a3-41ca-916a-ee92bce43b9a,49,hidden,353.917,169.793,2.125,211,0.58,0.01
1963-b0b9a323-0683-4f56-9613-a2af6e282731,49,visible,265,127.875,2.125,180,0.58,0
0001-6f1ac01d-24a3-41ca-916a-ee92bce43b9a,50,hidden,352.823,171.614,2.125,211,0.58,0.01
1963-b0b9a323-0683-4f56-9613-a2af6e282731,50,visible,265,130,2.125,180,0.58,0
3369-7827a752-dac0-430b-9ba5-eaf59faceb5e,50,visible,54.88,98.852,2.125,274,0.58,0
0001-6f1ac01d-24a3-41ca-916a-ee92bce43b9a,51,hidden,351.729,173.435,2.125,211,0.58,0.01
1963-b0b9a323-0683-4f56-9613-a2af6e282731,51,visible,265,132.125,2.125,180,0.58,0
3369-7827a752-dac0-430b-9ba5-eaf59faceb5e,51,visible,52.76,98.704,2.125,274,0.58,0
0001-6f1ac01d-24a3-41ca-916a-ee92bce43b9a,52,hidden,350.635,175.256,2.125,211,0.58,0.01
1963-b0b9a323-0683-4f56-9613-a2af6e282731,52,visible,265,134.25,2.125,180,0.58,0
3369-7827a752-dac0-430b-9ba5-eaf59faceb5e,52,visible,50.64,98.556,2.125,274,0.58,0
0001-6f1ac01d-24a3-41ca-916a-ee92bce43b9a,53,hidden,349.541,177.077,2.125,211,0.58,0.01
1963-b0b9a323-0683-4f56-9613-a2af6e282731,53,visible,265,136.375,2.125,180,0.58,0
3369-7827a752-dac0-430b-9ba5-eaf59faceb5e,53,visible,48.52,98.408,2.125,274,0.58,0
0001-6f1ac01d-24a3-41ca-916a-ee92bce43b9a,54,hidden,348.447,178.898,2.125,211,0.58,0.01
1963-b0b9a323-0683-4f56-9613-a2af6e282731,54,visible,265,138.5,2.125,180,0.58,0
3369-7827a752-dac0-430b-9ba5-eaf59faceb5e,54,visible,46.4,98.26,2.125,274,0.58,0
0001-6f1ac01d-24a3-41ca-916a-ee92bce43b9a,55,hidden,347.353,180.719,2.125,211,0.58,0.01
1963-b0b9a323-0683-4f56-9613-a2af6e282731,55,visible,265,140.625,2.125,180,0.58,0
3369-7827a752-dac0-430b-9ba5-eaf59faceb5e,55,visible,44.357,98.846,2.125,254,0.58,0
0001-6f1ac01d-24a3-41ca-916a-ee92bce43b9a,56,hidden,346.259,182.54,2.125,211,0.58,0.01
1963-b0b9a323-0683-4f56-9613-a2af6e282731,56,visible,265,142.75,2.125,180,0.58,0
3369-7827a752-dac0-430b-9ba5-eaf59faceb5e,56,visible,42.447,99.778,2.125,244,0.58,0
0001-6f1ac01d-24a3-41ca-916a-ee92bce43b9a,57,hidden,345.165,184.361,2.125,211,0.58,0.01
1963-b0b9a323-0683-4f56-9613-a2af6e282731,57,visible,265,144.875,2.125,180,0.58,0
3369-7827a752-dac0-430b-9ba5-eaf59faceb5e,57,visible,40.537,100.71,2.125,244,0.58,0
0001-6f1ac01d-24a3-41ca-916a-ee92bce43b9a,58,hidden,344.071,186.182,2.125,211,0.58,0.01
1963-b0b9a323-0683-4f56-9613-a2af6e282731,58,visible,265,147,2.125,180,0.58,0
3369-7827a752-dac0-430b-9ba5-eaf59faceb5e,58,visible,39.143,99.106,2.125,319,0.58,0
0001-6f1ac01d-24a3-41ca-916a-ee92bce43b9a,59,hidden,342.977,188.003,2.125,211,0.58,0.02
1963-b0b9a323-0683-4f56-9613-a2af6e282731,59,visible,265,149.125,2.125,180,0.58,0
3369-7827a752-dac0-430b-9ba5-eaf59faceb5e,59,visible,38.398,92.02,7.125,354,0.58,0
0001-6f1ac01d-24a3-41ca-916a-ee92bce43b9a,60,hidden,341.883,189.824,2.125,211,0.58,0.02
1963-b0b9a323-0683-4f56-9613-a2af6e282731,60,visible,265,151.25,2.125,180,0.58,0
3369-7827a752-dac0-430b-9ba5-eaf59faceb5e,60,visible,40.122,85.107,7.125,14,0.58,0
0001-6f1ac01d-24a3-41ca-916a-ee92bce43b9a,61,hidden,340.789,191.645,2.125,211,0.58,0.02
1963-b0b9a323-0683-4f56-9613-a2af6e282731,61,visible,265,153.375,2.125,180,0.58,0
3369-7827a752-dac0-430b-9ba5-eaf59faceb5e,61,visible,41.846,78.194,7.125,14,0.58,0
0001-6f1ac01d-24a3-41ca-916a-ee92bce43b9a,62,hidden,339.695,193.466,2.125,211,0.58,0.02
1963-b0b9a323-0683-4f56-9613-a2af6e282731,62,visible,265,155.5,2.125,180,0.58,0.01
3369-7827a752-dac0-430b-9ba5-eaf59faceb5e,62,visible,43.57,71.281,7.125,14,0.58,0
0001-6f1ac01d-24a3-41ca-916a-ee92bce43b9a,63,hidden,338.601,195.287,2.125,211,0.58,0.02
1963-b0b9a323-0683-4f56-9613-a2af6e282731,63,visible,265,157.625,2.125,180,0.58,0.01
3369-7827a752-dac0-430b-9ba5-eaf59faceb5e,63,visible,47.024,65.049,7.125,29,0.58,0
0001-6f1ac01d-24a3-41ca-916a-ee92bce43b9a,64,hidden,337.507,197.108,2.125,211,0.58,0.02
1963-b0b9a323-0683-4f56-9613-a2af6e282731,64,visible,265,159.75,2.125,180,0.58,0.01
3369-7827a752-dac0-430b-9ba5-eaf59faceb5e,64,visible,53.428,61.926,7.125,64,0.58,0
0001-6f1ac01d-24a3-41ca-916a-ee92bce43b9a,65,hidden,336.413,198.929,2.125,211,0.58,0.02
1963-b0b9a323-0683-4f56-9613-a2af6e282731,65,visible,265,161.875,2.125,180,0.58,0.01
3369-7827a752-dac0-430b-9ba5-eaf59faceb5e,65,visible,60.341,63.65,7.125,104,0.58,0
0001-6f1ac01d-24a3-41ca-916a-ee92bce43b9a,66,hidden,335.319,200.75,2.125,211,0.58,0.02
