pid,tick,active,x_pos,y_pos,velocity,angle,bg_val,total_points,goal_x,goal_y,in_close,in_far
0,0,true,297.682502088,6.34039479173,2.125,156.0,0.2,,,,False,False
1,0,true,412.717346956,20.7367696659,2.125,8.0,0.2,,,,False,False
2,0,true,60.9940395853,269.054553755,2.125,321.0,0.2,,,,False,False
3,0,true,72.6236962444,165.689727681,2.125,304.0,0.2,,,,False,False
4,0,true,464.54792,193.778585378,2.125,68.0,0.2,,,,False,False
0,1,true,290.562157204,6.59790933465,7.125,267.928742373,0.2,,7.08986074318,16.8499743746,False,False
1,1,true,419.681853931,19.2330184886,7.125,77.8159440444,0.2,,461.760540793,10.1475404867,False,False
2,1,true,68.1166908931,268.871623855,7.125,88.5288051919,0.2,,464.861956348,258.682079485,False,False
3,1,true,79.72084889,166.31905218,7.125,95.067324516,0.2,,437,198,False,False
4,1,true,462.889335769,186.849319663,7.125,346.538981555,0.2,,450,133,False,False
0,2,true,283.441812321,6.85542387756,7.125,267.928742373,0.2,,7.08986074318,16.8499743746,False,False
1,2,true,426.646360905,17.7292673112,7.125,77.8159440444,0.2,,461.760540793,10.1475404867,False,False
2,2,true,75.2393422008,268.688693956,7.125,88.5288051919,0.2,,464.861956348,258.682079485,False,False
3,2,true,86.8180015357,166.948376678,7.125,95.067324516,0.2,,437,198,False,False
4,2,true,461.230751538,179.920053948,7.125,346.538981555,0.2,,450,133,False,False
0,3,true,276.321467437,7.11293842048,7.125,267.928742373,0.2,,7.08986074318,16.8499743746,False,False
1,3,true,433.61086788,16.2255161339,7.125,77.8159440444,0.2,,461.760540793,10.1475404867,False,False
2,3,true,82.3619935086,268.505764056,7.125,88.5288051919,0.2,,464.861956348,258.682079485,False,False
3,3,true,93.9151541813,167.577701177,7.125,95.067324516,0.2,,437,198,False,False
4,3,true,459.572167307,172.990788233,7.125,346.538981555,0.2,,450,133,False,False
0,4,true,269.201122554,7.37045296339,7.125,267.928742373,0.2,,7.08986074318,16.8499743746,False,False
1,4,true,440.575374854,14.7217649565,7.125,77.8159440444,0.2,,461.760540793,10.1475404867,False,False
2,4,true,89.4846448164,268.322834157,7.125,88.5288051919,0.2,,464.861956348,258.682079485,False,False
3,4,true,101.012306827,168.207025675,7.125,95.067324516,0.2,,437,198,False,False
4,4,true,457.913583077,166.061522518,7.125,346.538981555,0.2,,450,133,False,False
0,5,true,262.08077767,7.62796750631,7.125,267.928742373,0.2,,7.08986074318,16.8499743746,False,False
