pid,tick,active,x_pos,y_pos,velocity,angle,bg_val,total_points,goal_x,goal_y,in_close,in_far
0,0,true,120.136419483,125.71486452,2.125,0.0,0.2,,,,False,False
1,0,true,187.896728813,195.288612547,2.125,184.0,0.2,,,,False,False
2,0,true,47.4433815271,238.509733928,2.125,165.0,0.2,,,,False,False
3,0,true,114.698658076,273.370760197,2.125,183.0,0.2,,,,False,False
4,0,true,356.741670871,13.4877237831,2.125,143.0,0.2,,,,False,False
0,1,true,127.224204648,124.987591224,7.125,84.1414187884,0.2,,361,101,False,False
1,1,true,180.802749791,194.624469015,7.125,275.348483154,0.2,,78,185,False,False
2,1,true,54.5657238479,238.704322894,7.125,91.5649842702,0.2,,285,245,False,False
3,1,true,107.575866029,273.548125519,7.125,268.573567129,0.2,,11.5424184696,275.93946352,False,False
4,1,true,349.617387482,13.3866733271,7.125,270.812625791,0.2,,18.6359745578,8.6920506003,False,False
0,2,true,134.311989814,124.260317928,7.125,84.1414187884,0.2,,361,101,False,False
1,2,true,173.708770769,193.960325484,7.125,275.348483154,0.2,,78,185,False,False
2,2,true,61.6880661687,238.89891186,7.125,91.5649842702,0.2,,285,245,False,False
3,2,true,100.453073982,273.72549084,7.125,268.573567129,0.2,,11.5424184696,275.93946352,False,False
4,2,true,342.493104093,13.2856228711,7.125,270.812625791,0.2,,18.6359745578,8.6920506003,False,False
0,3,true,141.399774979,123.533044631,7.125,84.1414187884,0.2,,361,101,False,False
1,3,true,166.614791746,193.296181952,7.125,275.348483154,0.2,,78,185,False,False
2,3,true,68.8104084895,239.093500826,7.125,91.5649842702,0.2,,285,245,False,False
3,3,true,93.3302819353,273.902856162,7.125,268.573567129,0.2,,11.5424184696,275.93946352,False,False
4,3,true,335.368820704,13.184572415,7.125,270.812625791,0.2,,18.6359745578,8.6920506003,False,False
0,4,true,148.487560145,122.805771335,7.125,84.1414187884,0.2,,361,101,False,False
1,4,true,159.520812724,192.632038421,7.125,275.348483154,0.2,,78,185,False,False
2,4,true,75.9327508102,239.288089792,7.125,91.5649842702,0.2,,285,245,False,False
3,4,true,86.2074898884,274.080221483,7.125,268.573567129,0.2,,11.5424184696,275.93946352,False,False
4,4,true,328.244537315,13.083521959,7.125,270.812625791,0.2,,18.6359745578,8.6920506003,False,False
0,5,true,155.57534531,122.078498039,7.125,84.1414187884,0.2,,361,101,False,False
1,5,true,152.426833702,191.967894889,7.125,275.348483154,0.2,,78,185,False,False
2,5,true,83.055093131,239.482678758,7.125,91.5649842702,0.2,,285,245,False,False
3,5,true,79.0846978416,274.257586805,7.125,268.573567129,0.2,,11.5424184696,275.93946352,False,False
4,5,true,321.120253926,12.982471503,7.125,270.812625791,0.2,,18.6359745578,8.6920506003,False,False
0,6,true,162.663130476,121.351224743,7.125,84.1414187884,0.2,,361,101,False,False
1,6,true,145.332854679,191.303751358,7.125,275.348483154,0.2,,78,185,False,False
2,6,true,90.1774354518,239.677267723,7.125,91.5649842702,0.2,,285,245,False,False
3,6,true,71.9619057947,274.434952126,7.125,268.573567129,0.2,,11.5424184696,275.93946352,False,False
4,6,true,313.995970538,12.881421047,7.125,270.812625791,0.2,,18.6359745578,8.6920506003,False,False
0,7,true,169.750915641,120.623951447,7.125,84.1414187884,0.2,,361,101,False,False
1,7,true,138.238875657,190.639607826,7.125,275.348483154,0.2,,78,185,False,False
2,7,true,97.2997777726,239.871856689,7.125,91.5649842702,0.2,,285,245,False,False
3,7,true,64.8391137478,274.612317448,7.125,268.573567129,0.2,,11.5424184696,275.93946352,False,False
4,7,true,306.871687149,12.780370591,7.125,270.812625791,0.2,,18.6359745578,8.6920506003,False,False
0,8,true,176.838700807,119.896678151,7.125,84.1414187884,0.2,,361,101,False,False
1,8,true,131.144896635,189.975464295,7.125,275.348483154,0.2,,78,185,False,False
2,8,true,104.422120093,240.066445655,7.125,91.5649842702,0.2,,285,245,False,False
3,8,true,57.716321701,274.789682769,7.125,268.573567129,0.2,,11.5424184696,275.93946352,False,False
4,8,true,299.74740376,12.679320135,7.125,270.812625791,0.2,,18.6359745578,8.6920506003,False,False
0,9,true,183.926485973,119.169404855,7.125,84.1414187884,0.2,,361,101,False,False
1,9,true,124.050917612,189.311320763,7.125,275.348483154,0.2,,78,185,False,False
2,9,true,111.544462414,240.261034621,7.125,91.5649842702,0.2,,285,245,False,False
3,9,true,50.5935296541,274.967048091,7.125,268.573567129,0.2,,11.5424184696,275.93946352,False,False
4,9,true,292.623120371,12.5782696789,7.125,270.812625791,0.2,,18.6359745578,8.6920506003,False,False
0,10,true,191.014271138,118.442131559,7.125,84.1414187884,0.2,,361,101,False,False
1,10,true,116.95693859,188.647177232,7.125,275.348483154,0.2,,78,185,False,False
2,10,true,118.666804735,240.455623587,7.125,91.5649842702,0.2,,285,245,False,False
3,10,true,43.4707376073,275.144413412,7.125,268.573567129,0.2,,11.5424184696,275.93946352,False,False
4,10,true,285.498836982,12.4772192229,7.125,270.812625791,0.2,,18.6359745578,8.6920506003,False,False
0,11,true,198.102056304,117.714858263,7.125,84.1414187884,0.2,,361,101,False,False
1,11,true,109.862959568,187.9830337,7.125,275.348483154,0.2,,78,185,False,False
2,11,true,125.789147056,240.650212553,7.125,91.5649842702,0.2,,285,245,False,False
3,11,true,36.3479455604,275.321778734,7.125,268.573567129,0.2,,11.5424184696,275.93946352,False,False
4,11,true,278.374553593,12.3761687669,7.125,270.812625791,0.2,,18.6359745578,8.6920506003,False,False
0,12,true,205.189841469,116.987584967,7.125,84.1414187884,0.2,,361,101,False,False
1,12,true,102.768980545,187.318890169,7.125,275.348483154,0.2,,78,185,False,False
2,12,true,132.911489376,240.844801518,7.125,91.5649842702,0.2,,285,245,False,False
3,12,true,29.2251535136,275.499144055,7.125,268.573567129,0.2,,11.5424184696,275.93946352,False,False
4,12,true,271.250270204,12.2751183109,7.125,270.812625791,0.2,,18.6359745578,8.6920506003,False,False
0,13,true,212.277626635,116.260311671,7.125,84.1414187884,0.2,,361,101,False,False
1,13,true,95.6750015229,186.654746637,7.125,275.348483154,0.2,,78,185,False,False
2,13,true,140.033831697,241.039390484,7.125,91.5649842702,0.2,,285,245,False,False
3,13,true,22.1023614667,275.676509376,7.125,268.573567129,0.2,,11.5424184696,275.93946352,False,False
4,13,true,264.125986815,12.1740678549,7.125,270.812625791,0.2,,18.6359745578,8.6920506003,False,False
0,14,true,219.3654118,115.533038374,7.125,84.1414187884,0.2,,361,101,False,False
1,14,true,88.5810225005,185.990603106,7.125,275.348483154,0.2,,78,185,False,False
2,14,true,147.156174018,241.23397945,7.125,91.5649842702,0.2,,285,245,False,False
3,14,true,14.9795694199,275.853874698,7.125,268.573567129,0.2,,11.5424184696,275.93946352,False,False
4,14,true,257.001703426,12.0730173988,7.125,270.812625791,0.2,,18.6359745578,8.6920506003,False,False
0,15,true,226.453196966,114.805765078,7.125,84.1414187884,0.2,,361,101,False,False
1,15,true,81.4870434782,185.326459574,7.125,275.348483154,0.2,,78,185,False,False
