pid,tick,latency
6987-06850979-c97f-445d-ad06-fc185bae15bf,0,115.5
6987-06850979-c97f-445d-ad06-fc185bae15bf,1,193
6987-06850979-c97f-445d-ad06-fc185bae15bf,2,130.5
6987-06850979-c97f-445d-ad06-fc185bae15bf,3,67.5
6987-06850979-c97f-445d-ad06-fc185bae15bf,4,65.5
6987-06850979-c97f-445d-ad06-fc185bae15bf,5,58.5
6987-06850979-c97f-445d-ad06-fc185bae15bf,6,59
6987-06850979-c97f-445d-ad06-fc185bae15bf,7,58.5
6987-06850979-c97f-445d-ad06-fc185bae15bf,8,59
6987-06850979-c97f-445d-ad06-fc185bae15bf,9,58.5
6987-06850979-c97f-445d-ad06-fc185bae15bf,10,58.5
6987-06850979-c97f-445d-ad06-fc185bae15bf,11,58
6987-06850979-c97f-445d-ad06-fc185bae15bf,12,58.5
6987-06850979-c97f-445d-ad06-fc185bae15bf,13,58.5
6987-06850979-c97f-445d-ad06-fc185bae15bf,14,58.5
6987-06850979-c97f-445d-ad06-fc185bae15bf,15,59
6987-06850979-c97f-445d-ad06-fc185bae15bf,16,59
6987-06850979-c97f-445d-ad06-fc185bae15bf,17,58.5
6987-06850979-c97f-445d-ad06-fc185bae15bf,18,58
6987-06850979-c97f-445d-ad06-fc185bae15bf,19,58.5
6987-06850979-c97f-445d-ad06-fc185bae15bf,20,59
6987-06850979-c97f-445d-ad06-fc185bae15bf,21,58
6987-06850979-c97f-445d-ad06-fc185bae15bf,22,58.5
6987-06850979-c97f-445d-ad06-fc185bae15bf,23,58.5
6987-06850979-c97f-445d-ad06-fc185bae15bf,24,60
6987-06850979-c97f-445d-ad06-fc185bae15bf,25,59
6987-06850979-c97f-445d-ad06-fc185bae15bf,26,59
6987-06850979-c97f-445d-ad06-fc185bae15bf,27,58.5
6987-06850979-c97f-445d-ad06-fc185bae15bf,28,58
6987-06850979-c97f-445d-ad06-fc185bae15bf,29,58.5
6987-06850979-c97f-445d-ad06-fc185bae15bf,30,58.5
6987-06850979-c97f-445d-ad06-fc185bae15bf,31,58
6987-06850979-c97f-445d-ad06-fc185bae15bf,32,58.5
6987-06850979-c97f-445d-ad06-fc185bae15bf,33,58.5
6987-06850979-c97f-445d-ad06-fc185bae15bf,34,59
6987-06850979-c97f-445d-ad06-fc185bae15bf,35,58
6987-06850979-c97f-445d-ad06-fc185bae15bf,36,59
6987-06850979-c97f-445d-ad06-fc185bae15bf,37,58.5
6987-06850979-c97f-445d-ad06-fc185bae15bf,38,58.5
6987-06850979-c97f-445d-ad06-fc185bae15bf,39,58.5
6987-06850979-c97f-445d-ad06-fc185bae15bf,40,58.5
6987-06850979-c97f-445d-ad06-fc185bae15bf,41,58.5
6987-06850979-c97f-445d-ad06-fc185bae15bf,42,59.5
6987-06850979-c97f-445d-ad06-fc185bae15bf,43,58
6987-06850979-c97f-445d-ad06-fc185bae15bf,44,58
6987-06850979-c97f-445d-ad06-fc185bae15bf,45,58
6987-06850979-c97f-445d-ad06-fc185bae15bf,46,58
6987-06850979-c97f-445d-ad06-fc185bae15bf,47,58.5
6987-06850979-c97f-445d-ad06-fc185bae15bf,48,58
6987-06850979-c97f-445d-ad06-fc185bae15bf,49,58
6987-06850979-c97f-445d-ad06-fc185bae15bf,50,58
6987-06850979-c97f-445d-ad06-fc185bae15bf,51,238.5
6987-06850979-c97f-445d-ad06-fc185bae15bf,52,176
6987-06850979-c97f-445d-ad06-fc185bae15bf,53,113
6987-06850979-c97f-445d-ad06-fc185bae15bf,54,58.5
6987-06850979-c97f-445d-ad06-fc185bae15bf,55,58
6987-06850979-c97f-445d-ad06-fc185bae15bf,56,60.5
6987-06850979-c97f-445d-ad06-fc185bae15bf,57,58.5
6987-06850979-c97f-445d-ad06-fc185bae15bf,58,59.5
6987-06850979-c97f-445d-ad06-fc185bae15bf,59,58
6987-06850979-c97f-445d-ad06-fc185bae15bf,60,58.5
6987-06850979-c97f-445d-ad06-fc185bae15bf,61,59
6987-06850979-c97f-445d-ad06-fc185bae15bf,62,58.5
6987-06850979-c97f-445d-ad06-fc185bae15bf,63,59
6987-06850979-c97f-445d-ad06-fc185bae15bf,64,60
6987-06850979-c97f-445d-ad06-fc185bae15bf,65,60.5
