pid,tick,latency
6780-21f3fec9-7d3d-4f62-af8d-61cf0559088e,0,77
6780-21f3fec9-7d3d-4f62-af8d-61cf0559088e,1,13.5
6780-21f3fec9-7d3d-4f62-af8d-61cf0559088e,2,4.5
6780-21f3fec9-7d3d-4f62-af8d-61cf0559088e,3,1.5
6780-21f3fec9-7d3d-4f62-af8d-61cf0559088e,4,2.5
6780-21f3fec9-7d3d-4f62-af8d-61cf0559088e,5,1
6780-21f3fec9-7d3d-4f62-af8d-61cf0559088e,6,1
6780-21f3fec9-7d3d-4f62-af8d-61cf0559088e,7,1.5
6780-21f3fec9-7d3d-4f62-af8d-61cf0559088e,8,1.5
6780-21f3fec9-7d3d-4f62-af8d-61cf0559088e,9,3
6780-21f3fec9-7d3d-4f62-af8d-61cf0559088e,10,1
6780-21f3fec9-7d3d-4f62-af8d-61cf0559088e,11,1.5
6780-21f3fec9-7d3d-4f62-af8d-61cf0559088e,12,1.5
6780-21f3fec9-7d3d-4f62-af8d-61cf0559088e,13,1
6780-21f3fec9-7d3d-4f62-af8d-61cf0559088e,14,1
6780-21f3fec9-7d3d-4f62-af8d-61cf0559088e,15,1.5
6780-21f3fec9-7d3d-4f62-af8d-61cf0559088e,16,1
6780-21f3fec9-7d3d-4f62-af8d-61cf0559088e,17,2
6780-21f3fec9-7d3d-4f62-af8d-61cf0559088e,18,1.5
6780-21f3fec9-7d3d-4f62-af8d-61cf0559088e,19,1
6780-21f3fec9-7d3d-4f62-af8d-61cf0559088e,20,1.5
6780-21f3fec9-7d3d-4f62-af8d-61cf0559088e,21,2
6780-21f3fec9-7d3d-4f62-af8d-61cf0559088e,22,1.5
6780-21f3fec9-7d3d-4f62-af8d-61cf0559088e,23,1
6780-21f3fec9-7d3d-4f62-af8d-61cf0559088e,24,1.5
6780-21f3fec9-7d3d-4f62-af8d-61cf0559088e,25,1.5
6780-21f3fec9-7d3d-4f62-af8d-61cf0559088e,26,2
6780-21f3fec9-7d3d-4f62-af8d-61cf0559088e,27,1
6780-21f3fec9-7d3d-4f62-af8d-61cf0559088e,28,1.5
6780-21f3fec9-7d3d-4f62-af8d-61cf0559088e,29,1
6780-21f3fec9-7d3d-4f62-af8d-61cf0559088e,30,1.5
6780-21f3fec9-7d3d-4f62-af8d-61cf0559088e,31,1.5
6780-21f3fec9-7d3d-4f62-af8d-61cf0559088e,32,1.5
6780-21f3fec9-7d3d-4f62-af8d-61cf0559088e,33,1.5
6780-21f3fec9-7d3d-4f62-af8d-61cf0559088e,34,441.5
6780-21f3fec9-7d3d-4f62-af8d-61cf0559088e,35,378.5
6780-21f3fec9-7d3d-4f62-af8d-61cf0559088e,36,316
6780-21f3fec9-7d3d-4f62-af8d-61cf0559088e,37,253.5
6780-21f3fec9-7d3d-4f62-af8d-61cf0559088e,38,190.5
