pid,tick,active,x_pos,y_pos,velocity,angle,bg_val,total_points
6183-1f0ba242-f1b3-4023-a461-fc1a56fe0bdf,0,visible,360.921,220.442,2.125,258,0.58,0
6183-1f0ba242-f1b3-4023-a461-fc1a56fe0bdf,1,visible,358.842,220.884,2.125,258,0.58,0
6183-1f0ba242-f1b3-4023-a461-fc1a56fe0bdf,2,visible,356.763,221.326,2.125,258,0.58,0
6183-1f0ba242-f1b3-4023-a461-fc1a56fe0bdf,3,visible,354.684,221.768,2.125,258,0.58,0
6183-1f0ba242-f1b3-4023-a461-fc1a56fe0bdf,4,visible,352.605,222.21,2.125,258,0.58,0
6183-1f0ba242-f1b3-4023-a461-fc1a56fe0bdf,5,visible,350.526,222.652,2.125,258,0.58,0
6183-1f0ba242-f1b3-4023-a461-fc1a56fe0bdf,6,visible,348.447,223.094,2.125,258,0.58,0
6183-1f0ba242-f1b3-4023-a461-fc1a56fe0bdf,7,visible,346.368,223.536,2.125,258,0.58,0
6183-1f0ba242-f1b3-4023-a461-fc1a56fe0bdf,8,visible,344.289,223.978,2.125,258,0.58,0
6183-1f0ba242-f1b3-4023-a461-fc1a56fe0bdf,9,visible,342.21,224.42,2.125,258,0.58,0
6183-1f0ba242-f1b3-4023-a461-fc1a56fe0bdf,10,visible,340.131,224.862,2.125,258,0.58,0
6183-1f0ba242-f1b3-4023-a461-fc1a56fe0bdf,11,visible,338.052,225.304,2.125,258,0.58,0
6183-1f0ba242-f1b3-4023-a461-fc1a56fe0bdf,12,visible,335.973,225.746,2.125,258,0.58,0
6183-1f0ba242-f1b3-4023-a461-fc1a56fe0bdf,13,visible,333.894,226.188,2.125,258,0.58,0
6183-1f0ba242-f1b3-4023-a461-fc1a56fe0bdf,14,visible,331.815,226.63,2.125,258,0.58,0
6183-1f0ba242-f1b3-4023-a461-fc1a56fe0bdf,15,visible,329.736,227.072,2.125,258,0.58,0
6183-1f0ba242-f1b3-4023-a461-fc1a56fe0bdf,16,visible,327.657,227.514,2.125,258,0.58,0
