pid,tick,active,x_pos,y_pos,velocity,angle,bg_val,total_points
8109-c2c94149-0d1a-4cf0-85ef-df4af77b533d,0,visible,276.741,130.891,2.125,353,0.58,0
8109-c2c94149-0d1a-4cf0-85ef-df4af77b533d,1,visible,276.482,128.782,2.125,353,0.58,0
8109-c2c94149-0d1a-4cf0-85ef-df4af77b533d,2,visible,276.223,126.673,2.125,353,0.58,0
8109-c2c94149-0d1a-4cf0-85ef-df4af77b533d,3,visible,275.964,124.564,2.125,353,0.58,0
8109-c2c94149-0d1a-4cf0-85ef-df4af77b533d,4,visible,275.705,122.455,2.125,353,0.58,0
8109-c2c94149-0d1a-4cf0-85ef-df4af77b533d,5,visible,275.446,120.346,2.125,353,0.58,0
8109-c2c94149-0d1a-4cf0-85ef-df4af77b533d,6,visible,275.187,118.237,2.125,353,0.58,0
8109-c2c94149-0d1a-4cf0-85ef-df4af77b533d,7,visible,274.928,116.128,2.125,353,0.58,0
8109-c2c94149-0d1a-4cf0-85ef-df4af77b533d,8,visible,274.669,114.019,2.125,353,0.58,0
8109-c2c94149-0d1a-4cf0-85ef-df4af77b533d,9,visible,274.41,111.91,2.125,353,0.58,0
8109-c2c94149-0d1a-4cf0-85ef-df4af77b533d,10,visible,274.151,109.801,2.125,353,0.58,0
8109-c2c94149-0d1a-4cf0-85ef-df4af77b533d,11,visible,273.892,107.692,2.125,353,0.58,0
8109-c2c94149-0d1a-4cf0-85ef-df4af77b533d,12,visible,273.633,105.583,2.125,353,0.58,0
8109-c2c94149-0d1a-4cf0-85ef-df4af77b533d,13,visible,273.374,103.474,2.125,353,0.58,0
8109-c2c94149-0d1a-4cf0-85ef-df4af77b533d,14,visible,273.115,101.365,2.125,353,0.58,0
8109-c2c94149-0d1a-4cf0-85ef-df4af77b533d,15,visible,272.856,99.256,2.125,353,0.58,0
8109-c2c94149-0d1a-4cf0-85ef-df4af77b533d,16,visible,272.597,97.147,2.125,353,0.58,0
8109-c2c94149-0d1a-4cf0-85ef-df4af77b533d,17,visible,272.338,95.038,2.125,353,0.58,0
8109-c2c94149-0d1a-4cf0-85ef-df4af77b533d,18,visible,272.079,92.929,2.125,353,0.58,0
8109-c2c94149-0d1a-4cf0-85ef-df4af77b533d,19,visible,271.82,90.82,2.125,353,0.58,0.01
8109-c2c94149-0d1a-4cf0-85ef-df4af77b533d,20,visible,271.561,88.711,2.125,353,0.58,0.01
8109-c2c94149-0d1a-4cf0-85ef-df4af77b533d,21,visible,271.302,86.602,2.125,353,0.58,0.01
8109-c2c94149-0d1a-4cf0-85ef-df4af77b533d,22,visible,271.043,84.493,2.125,353,0.58,0.01
8109-c2c94149-0d1a-4cf0-85ef-df4af77b533d,23,visible,270.784,82.384,2.125,353,0.58,0.01
8109-c2c94149-0d1a-4cf0-85ef-df4af77b533d,24,visible,270.525,80.275,2.125,353,0.58,0.01
8109-c2c94149-0d1a-4cf0-85ef-df4af77b533d,25,visible,270.266,78.166,2.125,353,0.58,0.01
8109-c2c94149-0d1a-4cf0-85ef-df4af77b533d,26,visible,270.007,76.057,2.125,353,0.58,0.01
8109-c2c94149-0d1a-4cf0-85ef-df4af77b533d,27,visible,269.748,73.948,2.125,353,0.58,0.01
8109-c2c94149-0d1a-4cf0-85ef-df4af77b533d,28,visible,269.489,71.839,2.125,353,0.58,0.01
8109-c2c94149-0d1a-4cf0-85ef-df4af77b533d,29,visible,269.23,69.73,2.125,353,0.58,0.01
8109-c2c94149-0d1a-4cf0-85ef-df4af77b533d,30,visible,268.971,67.621,2.125,353,0.58,0.01
8109-c2c94149-0d1a-4cf0-85ef-df4af77b533d,31,visible,268.712,65.512,2.125,353,0.58,0.01
8109-c2c94149-0d1a-4cf0-85ef-df4af77b533d,32,visible,268.453,63.403,2.125,353,0.58,0.01
8109-c2c94149-0d1a-4cf0-85ef-df4af77b533d,33,visible,268.194,61.294,2.125,353,0.58,0.01
8109-c2c94149-0d1a-4cf0-85ef-df4af77b533d,34,visible,267.935,59.185,2.125,353,0.58,0.01
8109-c2c94149-0d1a-4cf0-85ef-df4af77b533d,35,visible,267.676,57.076,2.125,353,0.58,0.01
8109-c2c94149-0d1a-4cf0-85ef-df4af77b533d,36,visible,267.417,54.967,2.125,353,0.58,0.01
8109-c2c94149-0d1a-4cf0-85ef-df4af77b533d,37,visible,267.158,52.858,2.125,353,0.58,0.01
8109-c2c94149-0d1a-4cf0-85ef-df4af77b533d,38,visible,266.899,50.749,2.125,353,0.58,0.01
8109-c2c94149-0d1a-4cf0-85ef-df4af77b533d,39,visible,266.64,48.64,2.125,353,0.58,0.01
8109-c2c94149-0d1a-4cf0-85ef-df4af77b533d,40,visible,266.381,46.531,2.125,353,0.58,0.01
8109-c2c94149-0d1a-4cf0-85ef-df4af77b533d,41,visible,265.585,44.561,2.125,338,0.58,0.01
8109-c2c94149-0d1a-4cf0-85ef-df4af77b533d,42,visible,264.789,42.591,2.125,338,0.58,0.01
8109-c2c94149-0d1a-4cf0-85ef-df4af77b533d,43,visible,263.993,40.621,2.125,338,0.58,0.01
8109-c2c94149-0d1a-4cf0-85ef-df4af77b533d,44,visible,263.197,38.651,2.125,338,0.58,0.01
8109-c2c94149-0d1a-4cf0-85ef-df4af77b533d,45,visible,262.401,36.681,2.125,338,0.58,0.01
8109-c2c94149-0d1a-4cf0-85ef-df4af77b533d,46,visible,261.605,34.711,2.125,338,0.58,0.01
8109-c2c94149-0d1a-4cf0-85ef-df4af77b533d,47,visible,260.479,32.909,2.125,328,0.58,0.01
8109-c2c94149-0d1a-4cf0-85ef-df4af77b533d,48,visible,258.697,31.752,2.125,303,0.58,0.01
8109-c2c94149-0d1a-4cf0-85ef-df4af77b533d,49,visible,256.575,31.641,2.125,273,0.58,0.01
8109-c2c94149-0d1a-4cf0-85ef-df4af77b533d,50,visible,254.543,32.262,2.125,253,0.58,0.01
8109-c2c94149-0d1a-4cf0-85ef-df4af77b533d,51,visible,252.964,33.684,2.125,228,0.58,0.01
8109-c2c94149-0d1a-4cf0-85ef-df4af77b533d,52,visible,251.807,35.466,2.125,213,0.58,0.01
8109-c2c94149-0d1a-4cf0-85ef-df4af77b533d,53,visible,250.65,37.248,2.125,213,0.58,0.01
8109-c2c94149-0d1a-4cf0-85ef-df4af77b533d,54,visible,249.493,39.03,2.125,213,0.58,0.01
8109-c2c94149-0d1a-4cf0-85ef-df4af77b533d,55,visible,248.336,40.812,2.125,213,0.58,0.01
8109-c2c94149-0d1a-4cf0-85ef-df4af77b533d,56,visible,247.179,42.594,2.125,213,0.58,0.01
8109-c2c94149-0d1a-4cf0-85ef-df4af77b533d,57,visible,246.022,44.376,2.125,213,0.58,0.01
8109-c2c94149-0d1a-4cf0-85ef-df4af77b533d,58,visible,244.865,46.158,2.125,213,0.58,0.01
8109-c2c94149-0d1a-4cf0-85ef-df4af77b533d,59,visible,243.708,47.94,2.125,213,0.58,0.02
8109-c2c94149-0d1a-4cf0-85ef-df4af77b533d,60,visible,242.551,49.722,2.125,213,0.58,0.02
8109-c2c94149-0d1a-4cf0-85ef-df4af77b533d,61,visible,241.394,51.504,2.125,213,0.58,0.02
8109-c2c94149-0d1a-4cf0-85ef-df4af77b533d,62,visible,237.513,57.48,7.125,213,0.58,0.02
