pid,tick,active,x_pos,y_pos,velocity,angle,bg_val,total_points
9286-b5eb1da9-cec3-480a-89b3-4a39751081e4,0,visible,190.781,135.259,2.125,325,0.58,0
9286-b5eb1da9-cec3-480a-89b3-4a39751081e4,1,visible,189.562,133.518,2.125,325,0.58,0
9286-b5eb1da9-cec3-480a-89b3-4a39751081e4,2,visible,188.343,131.777,2.125,325,0.58,0
9286-b5eb1da9-cec3-480a-89b3-4a39751081e4,3,visible,187.124,130.036,2.125,325,0.58,0
9286-b5eb1da9-cec3-480a-89b3-4a39751081e4,4,visible,185.905,128.295,2.125,325,0.58,0
9286-b5eb1da9-cec3-480a-89b3-4a39751081e4,5,visible,184.686,126.554,2.125,325,0.58,0
9286-b5eb1da9-cec3-480a-89b3-4a39751081e4,6,visible,183.467,124.813,2.125,325,0.58,0
9286-b5eb1da9-cec3-480a-89b3-4a39751081e4,7,visible,182.248,123.072,2.125,325,0.58,0
9286-b5eb1da9-cec3-480a-89b3-4a39751081e4,8,visible,181.029,121.331,2.125,325,0.58,0
9286-b5eb1da9-cec3-480a-89b3-4a39751081e4,9,visible,179.81,119.59,2.125,325,0.58,0
9286-b5eb1da9-cec3-480a-89b3-4a39751081e4,10,visible,178.591,117.849,2.125,325,0.58,0
9286-b5eb1da9-cec3-480a-89b3-4a39751081e4,11,visible,177.372,116.108,2.125,325,0.58,0
9286-b5eb1da9-cec3-480a-89b3-4a39751081e4,12,visible,176.153,114.367,2.125,325,0.58,0
9286-b5eb1da9-cec3-480a-89b3-4a39751081e4,13,visible,174.934,112.626,2.125,325,0.58,0
9286-b5eb1da9-cec3-480a-89b3-4a39751081e4,14,visible,173.715,110.885,2.125,325,0.58,0
9286-b5eb1da9-cec3-480a-89b3-4a39751081e4,15,visible,172.496,109.144,2.125,325,0.58,0
9286-b5eb1da9-cec3-480a-89b3-4a39751081e4,16,visible,171.277,107.403,2.125,325,0.58,0
9286-b5eb1da9-cec3-480a-89b3-4a39751081e4,17,visible,170.058,105.662,2.125,325,0.58,0
9286-b5eb1da9-cec3-480a-89b3-4a39751081e4,18,visible,168.839,103.921,2.125,325,0.58,0
9286-b5eb1da9-cec3-480a-89b3-4a39751081e4,19,visible,167.62,102.18,2.125,325,0.58,0.01
9286-b5eb1da9-cec3-480a-89b3-4a39751081e4,20,visible,166.401,100.439,2.125,325,0.58,0.01
9286-b5eb1da9-cec3-480a-89b3-4a39751081e4,21,visible,165.182,98.698,2.125,325,0.58,0.01
9286-b5eb1da9-cec3-480a-89b3-4a39751081e4,22,visible,163.963,96.957,2.125,325,0.58,0.01
9286-b5eb1da9-cec3-480a-89b3-4a39751081e4,23,visible,162.744,95.216,2.125,325,0.58,0.01
9286-b5eb1da9-cec3-480a-89b3-4a39751081e4,24,visible,161.525,93.475,2.125,325,0.58,0.01
9286-b5eb1da9-cec3-480a-89b3-4a39751081e4,25,visible,160.306,91.734,2.125,325,0.58,0.01
9286-b5eb1da9-cec3-480a-89b3-4a39751081e4,26,visible,159.087,89.993,2.125,325,0.58,0.01
9286-b5eb1da9-cec3-480a-89b3-4a39751081e4,27,visible,157.868,88.252,2.125,325,0.58,0.01
9286-b5eb1da9-cec3-480a-89b3-4a39751081e4,28,visible,156.649,86.511,2.125,325,0.58,0.01
9286-b5eb1da9-cec3-480a-89b3-4a39751081e4,29,visible,155.43,84.77,2.125,325,0.58,0.01
9286-b5eb1da9-cec3-480a-89b3-4a39751081e4,30,visible,154.211,83.029,2.125,325,0.58,0.01
9286-b5eb1da9-cec3-480a-89b3-4a39751081e4,31,visible,152.992,81.288,2.125,325,0.58,0.01
9286-b5eb1da9-cec3-480a-89b3-4a39751081e4,32,visible,151.773,79.547,2.125,325,0.58,0.01
9286-b5eb1da9-cec3-480a-89b3-4a39751081e4,33,visible,150.554,77.806,2.125,325,0.58,0.01
9286-b5eb1da9-cec3-480a-89b3-4a39751081e4,34,visible,149.335,76.065,2.125,325,0.58,0.01
9286-b5eb1da9-cec3-480a-89b3-4a39751081e4,35,visible,148.116,74.324,2.125,325,0.58,0.01
9286-b5eb1da9-cec3-480a-89b3-4a39751081e4,36,visible,146.897,72.583,2.125,325,0.58,0.01
9286-b5eb1da9-cec3-480a-89b3-4a39751081e4,37,visible,145.678,70.842,2.125,325,0.58,0.01
9286-b5eb1da9-cec3-480a-89b3-4a39751081e4,38,visible,144.459,69.101,2.125,325,0.58,0.01
9286-b5eb1da9-cec3-480a-89b3-4a39751081e4,39,visible,143.24,67.36,2.125,325,0.58,0.01
9286-b5eb1da9-cec3-480a-89b3-4a39751081e4,40,visible,142.021,65.619,2.125,325,0.58,0.01
9286-b5eb1da9-cec3-480a-89b3-4a39751081e4,41,visible,140.802,63.878,2.125,325,0.58,0.01
9286-b5eb1da9-cec3-480a-89b3-4a39751081e4,42,visible,139.583,62.137,2.125,325,0.58,0.01
9286-b5eb1da9-cec3-480a-89b3-4a39751081e4,43,visible,138.364,60.396,2.125,325,0.58,0.01
9286-b5eb1da9-cec3-480a-89b3-4a39751081e4,44,visible,137.145,58.655,2.125,325,0.58,0.01
9286-b5eb1da9-cec3-480a-89b3-4a39751081e4,45,visible,135.926,56.914,2.125,325,0.58,0.01
9286-b5eb1da9-cec3-480a-89b3-4a39751081e4,46,visible,134.707,55.173,2.125,325,0.58,0.01
9286-b5eb1da9-cec3-480a-89b3-4a39751081e4,47,visible,133.488,53.432,2.125,325,0.58,0.01
9286-b5eb1da9-cec3-480a-89b3-4a39751081e4,48,visible,132.269,51.691,2.125,325,0.58,0.01
9286-b5eb1da9-cec3-480a-89b3-4a39751081e4,49,visible,131.05,49.95,2.125,325,0.58,0.01
9286-b5eb1da9-cec3-480a-89b3-4a39751081e4,50,visible,129.831,48.209,2.125,325,0.58,0.01
9286-b5eb1da9-cec3-480a-89b3-4a39751081e4,51,visible,128.612,46.468,2.125,325,0.58,0.01
9286-b5eb1da9-cec3-480a-89b3-4a39751081e4,52,visible,127.393,44.727,2.125,325,0.58,0.01
9286-b5eb1da9-cec3-480a-89b3-4a39751081e4,53,visible,126.174,42.986,2.125,325,0.58,0.01
9286-b5eb1da9-cec3-480a-89b3-4a39751081e4,54,visible,124.955,41.245,2.125,325,0.58,0.01
9286-b5eb1da9-cec3-480a-89b3-4a39751081e4,55,visible,123.736,39.504,2.125,325,0.58,0.01
9286-b5eb1da9-cec3-480a-89b3-4a39751081e4,56,visible,122.517,37.763,2.125,325,0.58,0.01
9286-b5eb1da9-cec3-480a-89b3-4a39751081e4,57,visible,121.298,36.022,2.125,325,0.58,0.01
9286-b5eb1da9-cec3-480a-89b3-4a39751081e4,58,visible,120.079,34.281,2.125,325,0.58,0.01
9286-b5eb1da9-cec3-480a-89b3-4a39751081e4,59,visible,118.86,32.54,2.125,325,0.58,0.02
9286-b5eb1da9-cec3-480a-89b3-4a39751081e4,60,visible,117.641,30.799,2.125,325,0.58,0.02
