x_pos,y_pos
,
66.26133869477722,258.6436050023447
68.38590236301076,258.68666565285173
70.51046603124429,258.72972630335875
72.63502969947783,258.77278695386576
74.75959336771136,258.8158476043728
76.8841570359449,258.8589082548798
79.00872070417843,258.9019689053868
81.13328437241196,258.9450295558938
83.2578480406455,258.9880902064008
85.38241170887903,259.0311508569078
87.50697537711257,259.0742115074148
89.6315390453461,259.11727215792183
91.75610271357964,259.16033280842885
93.88066638181317,259.20339345893586
96.0052300500467,259.2464541094429
98.12979371828024,259.2895147599499
100.25435738651377,259.3325754104569
102.37892105474731,259.37563606096387
104.50348472298084,259.41869671147083
106.62804839121438,259.4617573619778
108.75261205944791,259.5048180124848
110.87717572768145,259.5478786629918
113.00173939591498,259.59093931349884
115.12630306414852,259.63399996400585
117.25086673238205,259.67706061451287
119.37543040061558,259.7201212650199
121.49999406884912,259.76318191552684
123.62455773708265,259.8062425660338
125.74912140531619,259.84930321654076
127.87368507354972,259.8923638670477
129.99824874178324,259.9354245175547
132.12281241001676,259.97848516806164
134.24737607825028,260.02154581856865
136.3719397464838,260.06460646907567
138.49650341471732,260.1076671195827
140.62106708295084,260.1507277700897
142.74563075118436,260.1937884205967
144.87019441941789,260.2368490711037
146.9947580876514,260.27990972161064
149.11932175588493,260.3229703721176
151.24388542411845,260.36603102262455
153.36844909235197,260.4090916731315
155.4930127605855,260.45215232363853
157.617576428819,260.49521297414555
159.74214009705253,260.53827362465256
161.86670376528605,260.5813342751596
163.99126743351957,260.6243949256666
166.1158311017531,260.66745557617355
168.2403947699866,260.7105162266805
170.36495843822013,260.75357687718747
172.48952210645365,260.79663752769443
174.61408577468717,260.8396981782014
176.7386494429207,260.8827588287084
178.8632131111542,260.9258194792154
180.98777677938773,260.96888012972244
183.11234044762125,261.01194078022945
185.23690411585477,261.05500143073647
187.3614677840883,261.0980620812434
189.4860314523218,261.1411227317504
191.61059512055533,261.18418338225734
193.73515878878885,261.2272440327643
195.85972245702237,261.27030468327126
197.9842861252559,261.3133653337783
200.1088497934894,261.3564259842853
202.23341346172293,261.3994866347923
204.35797712995645,261.4425472852993
206.48254079818997,261.4856079358063
208.6071044664235,261.52866858631324
210.731668134657,261.5717292368202
212.85623180289053,261.61478988732716
214.98079547112405,261.6578505378342
217.10535913935757,261.7009111883412
219.2299228075911,261.7439718388482
