pid,tick,active,x_pos,y_pos,velocity,angle,bg_val,total_points,goal_x,goal_y
0,0,true,374.863027617,25.3276631289,2.125,47.0,0.2,,,
1,0,true,92.77288306,251.103066659,2.125,320.0,0.2,,,
2,0,true,440.520085606,16.7089906306,2.125,249.0,0.2,,,
3,0,true,350.051949325,102.645120548,2.125,240.0,0.2,,,
4,0,true,302.654472314,252.96349491,2.125,144.0,0.2,,,
0,1,true,381.98746896,25.4168850949,7.125,90.7174983445,0.2,,475.268404646,26.5850761253
1,1,true,92.77288306,258.228066659,7.125,180.0,0.2,,92.77288306,277.5
2,1,true,447.007040524,19.6560299726,7.125,114.432413439,0.2,,457.877663557,24.5945803634
3,1,true,343.205899676,100.670980429,7.125,286.085547698,0.2,,112,34
4,1,true,306.686417461,247.089055079,7.125,34.4639115151,0.2,,455,31
0,2,true,389.111910302,25.5061070609,7.125,90.7174983445,0.2,,475.268404646,26.5850761253
1,2,true,92.77288306,265.353066659,7.125,180.0,0.2,,92.77288306,277.5
2,2,true,453.493995443,22.6030693146,7.125,114.432413439,0.2,,457.877663557,24.5945803634
3,2,true,336.359850028,98.6968403111,7.125,286.085547698,0.2,,112,34
4,2,true,310.718362607,241.214615247,7.125,34.4639115151,0.2,,455,31
0,3,true,396.236351644,25.595329027,7.125,90.7174983445,0.2,,475.268404646,26.5850761253
1,3,true,92.77288306,272.478066659,7.125,180.0,0.2,,92.77288306,277.5
2,3,true,455.428701296,23.4820108727,2.125,114.432413439,0.2,,457.877663557,24.5945803634
3,3,true,329.513800379,96.7227001928,7.125,286.085547698,0.2,,112,34
4,3,true,314.750307754,235.340175415,7.125,34.4639115151,0.2,,455,31
0,4,true,403.360792987,25.684550993,7.125,90.7174983445,0.2,,475.268404646,26.5850761253
1,4,true,92.77288306,277.5,7.125,180.0,0.2,,92.77288306,277.5
2,4,true,457.363407149,24.3609524308,2.125,114.432413439,0.2,,457.877663557,24.5945803634
3,4,true,322.66775073,94.7485600744,7.125,286.085547698,0.2,,112,34
4,4,true,318.7822529,229.465735584,7.125,34.4639115151,0.2,,455,31
0,5,true,410.485234329,25.773772959,7.125,90.7174983445,0.2,,475.268404646,26.5850761253
1,5,true,85.8411235715,275.851869121,7.125,283.374598743,0.2,,7.18021929512,257.149046912
2,5,true,463.998500223,21.7645770917,7.125,68.6291188418,0.2,,473.661627961,17.9833028461
3,5,true,315.821701081,92.7744199561,7.125,286.085547698,0.2,,112,34
4,5,true,322.814198047,223.591295752,7.125,34.4639115151,0.2,,455,31
0,6,true,417.609675671,25.862994925,7.125,90.7174983445,0.2,,475.268404646,26.5850761253
1,6,true,78.9093640831,274.203738242,7.125,283.374598743,0.2,,7.18021929512,257.149046912
2,6,true,470.633593297,19.1682017527,7.125,68.6291188418,0.2,,473.661627961,17.9833028461
3,6,true,308.975651433,90.8002798377,7.125,286.085547698,0.2,,112,34
4,6,true,326.846143193,217.716855921,7.125,34.4639115151,0.2,,455,31
0,7,true,424.734117014,25.952216891,7.125,90.7174983445,0.2,,475.268404646,26.5850761253
1,7,true,71.9776045946,272.555607363,7.125,283.374598743,0.2,,7.18021929512,257.149046912
2,7,true,472.612480705,18.3938441954,2.125,68.6291188418,0.2,,473.661627961,17.9833028461
3,7,true,302.129601784,88.8261397194,7.125,286.085547698,0.2,,112,34
4,7,true,330.87808834,211.842416089,7.125,34.4639115151,0.2,,455,31
0,8,true,431.858558356,26.041438857,7.125,90.7174983445,0.2,,475.268404646,26.5850761253
1,8,true,65.0458451062,270.907476484,7.125,283.374598743,0.2,,7.18021929512,257.149046912
2,8,true,472.573918178,25.5187398389,7.125,180.31010257,0.2,,471.221767555,275.34500657
3,8,true,295.283552135,86.851999601,7.125,286.085547698,0.2,,112,34
4,8,true,334.910033486,205.967976257,7.125,34.4639115151,0.2,,455,31
0,9,true,438.982999699,26.130660823,7.125,90.7174983445,0.2,,475.268404646,26.5850761253
1,9,true,58.1140856177,269.259345605,7.125,283.374598743,0.2,,7.18021929512,257.149046912
2,9,true,472.535355651,32.6436354825,7.125,180.31010257,0.2,,471.221767555,275.34500657
3,9,true,288.437502486,84.8778594827,7.125,286.085547698,0.2,,112,34
4,9,true,338.941978633,200.093536426,7.125,34.4639115151,0.2,,455,31
0,10,true,446.107441041,26.219882789,7.125,90.7174983445,0.2,,475.268404646,26.5850761253
1,10,true,51.1823261293,267.611214726,7.125,283.374598743,0.2,,7.18021929512,257.149046912
2,10,true,472.496793124,39.768531126,7.125,180.31010257,0.2,,471.221767555,275.34500657
3,10,true,281.591452838,82.9037193643,7.125,286.085547698,0.2,,112,34
4,10,true,342.973923779,194.219096594,7.125,34.4639115151,0.2,,455,31
0,11,true,453.231882383,26.309104755,7.125,90.7174983445,0.2,,475.268404646,26.5850761253
1,11,true,44.2505666408,265.963083847,7.125,283.374598743,0.2,,7.18021929512,257.149046912
2,11,true,472.458230598,46.8934267696,7.125,180.31010257,0.2,,471.221767555,275.34500657
3,11,true,274.745403189,80.929579246,7.125,286.085547698,0.2,,112,34
4,11,true,347.005868926,188.344656762,7.125,34.4639115151,0.2,,455,31
0,12,true,460.356323726,26.398326721,7.125,90.7174983445,0.2,,475.268404646,26.5850761253
1,12,true,37.3188071524,264.314952968,7.125,283.374598743,0.2,,7.18021929512,257.149046912
2,12,true,472.419668071,54.0183224132,7.125,180.31010257,0.2,,471.221767555,275.34500657
3,12,true,267.89935354,78.9554391276,7.125,286.085547698,0.2,,112,34
4,12,true,351.037814072,182.470216931,7.125,34.4639115151,0.2,,455,31
0,13,true,467.480765068,26.487548687,7.125,90.7174983445,0.2,,475.268404646,26.5850761253
1,13,true,30.3870476639,262.666822089,7.125,283.374598743,0.2,,7.18021929512,257.149046912
2,13,true,472.381105544,61.1432180567,7.125,180.31010257,0.2,,471.221767555,275.34500657
3,13,true,261.053303891,76.9812990092,7.125,286.085547698,0.2,,112,34
4,13,true,355.069759219,176.595777099,7.125,34.4639115151,0.2,,455,31
0,14,true,474.60520641,26.576770653,7.125,90.7174983445,0.2,,475.268404646,26.5850761253
1,14,true,23.4552881755,261.01869121,7.125,283.374598743,0.2,,7.18021929512,257.149046912
2,14,true,472.342543018,68.2681137003,7.125,180.31010257,0.2,,471.221767555,275.34500657
3,14,true,254.207254243,75.0071588909,7.125,286.085547698,0.2,,112,34
4,14,true,359.101704366,170.721337268,7.125,34.4639115151,0.2,,455,31
0,15,true,470.165128748,32.1491431595,7.125,218.547907718,0.2,,355.069759219,176.595777099
1,15,true,16.523528687,259.370560331,7.125,283.374598743,0.2,,7.18021929512,257.149046912
2,15,true,472.303980491,75.3930093438,7.125,180.31010257,0.2,,471.221767555,275.34500657
3,15,true,247.361204594,73.0330187725,7.125,286.085547698,0.2,,112,34
4,15,true,363.133649512,164.846897436,7.125,34.4639115151,0.2,,455,31
0,16,true,465.709146853,37.708805951,7.125,218.711623468,0.2,,359.101704366,170.721337268
1,16,true,9.59176919855,257.722429452,7.125,283.374598743,0.2,,7.18021929512,257.149046912
