pid,tick,active,x_pos,y_pos,velocity,angle,bg_val,total_points,goal_x,goal_y
0,0,true,117.024625736,264.692928721,2.125,19.0,0.2,,,
1,0,true,478.689365549,155.256797468,2.125,105.0,0.2,,,
2,0,true,455.790913732,113.806656577,2.125,272.0,0.2,,,
3,0,true,23.6842069131,7.47388896728,2.125,61.0,0.2,,,
4,0,true,4.56022227964,126.469987623,2.125,265.0,0.2,,,
0,1,true,111.833998787,269.573811518,7.125,226.761547275,0.2,,105,276
1,1,true,478.79548896,148.13258784,7.125,0.85342432997,0.2,,480.650427063,23.6080566503
2,1,true,462.915913732,113.806656577,7.125,90.0,0.2,,482.5,113.806656577
3,1,true,30.6226366734,9.09370916141,7.125,103.140704241,0.2,,450,107
4,1,true,11.59992664,127.569163459,7.125,98.8744780883,0.2,,72,137
0,2,true,106.643371838,274.454694315,7.125,226.761547275,0.2,,105,276
1,2,true,478.90161237,141.008378212,7.125,0.85342432997,0.2,,480.650427063,23.6080566503
2,2,true,470.040913732,113.806656577,7.125,90.0,0.2,,482.5,113.806656577
3,2,true,37.5610664337,10.7135293555,7.125,103.140704241,0.2,,450,107
4,2,true,18.6396310004,128.668339295,7.125,98.8744780883,0.2,,72,137
0,3,true,105.095290116,275.910396202,2.125,226.761547275,0.2,,105,276
1,3,true,478.90161237,141.008378212,0,0.85342432997,1.0,,478.90161237,141.008378212
2,3,true,470.040913732,113.806656577,0,90.0,1.0,,470.040913732,113.806656577
3,3,true,44.499496194,12.3333495497,7.125,103.140704241,0.2,,450,107
4,3,true,25.6793353609,129.767515131,7.125,98.8744780883,0.2,,72,137
0,4,true,111.797215326,273.491755367,7.125,70.1561219546,0.2,,478.90161237,141.008378212
1,4,true,478.90161237,141.008378212,0,0.85342432997,1.0,,478.90161237,141.008378212
2,4,true,470.040913732,113.806656577,0,90.0,1.0,,470.040913732,113.806656577
3,4,true,51.4379259543,13.9531697438,7.125,103.140704241,0.2,,450,107
4,4,true,32.7190397213,130.866690967,7.125,98.8744780883,0.2,,72,137
0,5,true,118.499140535,271.073114533,7.125,70.1561219546,0.2,,478.90161237,141.008378212
1,5,true,478.90161237,141.008378212,0,0.85342432997,1.0,,478.90161237,141.008378212
2,5,true,470.040913732,113.806656577,0,90.0,1.0,,470.040913732,113.806656577
3,5,true,58.3763557146,15.5729899379,7.125,103.140704241,0.2,,450,107
4,5,true,39.7587440817,131.965866802,7.125,98.8744780883,0.2,,72,137
