pid,tick,active,x_pos,y_pos,velocity,angle,bg_val,total_points,goal_x,goal_y
0,0,true,186.944395137,209.726938493,2.125,147.0,0.2,,,
1,0,true,369.7593796,109.895173892,2.125,119.0,0.2,,,
2,0,true,391.077666292,25.3904463806,2.125,133.0,0.2,,,
3,0,true,45.7717916471,256.196825939,2.125,247.0,0.2,,,
4,0,true,15.0081547328,76.9053695177,2.125,33.0,0.2,,,
0,1,true,180.342047882,212.405489542,7.125,247.917763659,0.2,,100,245
1,1,true,362.752244908,108.604558377,7.125,280.436111497,0.2,,50,51
2,1,true,391.171722169,32.5148255459,7.125,179.243626484,0.2,,393,171
3,1,true,52.8965377334,256.136674415,7.125,89.5162850012,0.2,,463.299559588,252.671797674
4,1,true,15.1769801922,84.0283690941,7.125,178.642260819,0.2,,19.5833994298,269.941811805
0,2,true,173.739700627,215.084040591,7.125,247.917763659,0.2,,100,245
1,2,true,355.745110215,107.313942863,7.125,280.436111497,0.2,,50,51
2,2,true,391.265778045,39.6392047113,7.125,179.243626484,0.2,,393,171
3,2,true,60.0212838197,256.076522892,7.125,89.5162850012,0.2,,463.299559588,252.671797674
4,2,true,15.3458056515,91.1513686704,7.125,178.642260819,0.2,,19.5833994298,269.941811805
0,3,true,167.137353372,217.762591641,7.125,247.917763659,0.2,,100,245
1,3,true,348.737975523,106.023327348,7.125,280.436111497,0.2,,50,51
2,3,true,391.359833922,46.7635838767,7.125,179.243626484,0.2,,393,171
3,3,true,67.146029906,256.016371368,7.125,89.5162850012,0.2,,463.299559588,252.671797674
4,3,true,15.5146311109,98.2743682467,7.125,178.642260819,0.2,,19.5833994298,269.941811805
0,4,true,160.535006117,220.44114269,7.125,247.917763659,0.2,,100,245
1,4,true,341.730840831,104.732711834,7.125,280.436111497,0.2,,50,51
2,4,true,391.453889799,53.8879630421,7.125,179.243626484,0.2,,393,171
3,4,true,74.2707759923,255.956219845,7.125,89.5162850012,0.2,,463.299559588,252.671797674
4,4,true,15.6834565702,105.397367823,7.125,178.642260819,0.2,,19.5833994298,269.941811805
0,5,true,153.932658861,223.119693739,7.125,247.917763659,0.2,,100,245
1,5,true,334.723706139,103.44209632,7.125,280.436111497,0.2,,50,51
2,5,true,391.547945675,61.0123422074,7.125,179.243626484,0.2,,393,171
3,5,true,81.3955220786,255.896068322,7.125,89.5162850012,0.2,,463.299559588,252.671797674
4,5,true,15.8522820295,112.520367399,7.125,178.642260819,0.2,,19.5833994298,269.941811805
0,6,true,147.330311606,225.798244788,7.125,247.917763659,0.2,,100,245
1,6,true,327.716571447,102.151480805,7.125,280.436111497,0.2,,50,51
2,6,true,391.642001552,68.1367213728,7.125,179.243626484,0.2,,393,171
3,6,true,88.5202681649,255.835916798,7.125,89.5162850012,0.2,,463.299559588,252.671797674
4,6,true,16.0211074889,119.643366976,7.125,178.642260819,0.2,,19.5833994298,269.941811805
0,7,true,140.727964351,228.476795838,7.125,247.917763659,0.2,,100,245
1,7,true,320.709436755,100.860865291,7.125,280.436111497,0.2,,50,51
