pid,tick,active,x_pos,y_pos,velocity,angle,bg_val,total_points,goal_x,goal_y,in_close,in_far
0,0,true,267.812624845,5.74474815924,2.125,338.0,0.2,,,,False,False
1,0,true,470.220012154,112.261059028,2.125,346.0,0.2,,,,False,False
2,0,true,49.4007224494,273.060606547,2.125,347.0,0.2,,,,False,False
3,0,true,290.203635474,44.9472387244,2.125,354.0,0.2,,,,False,False
4,0,true,159.359145627,103.582227558,2.125,80.0,0.2,,,,False,False
0,1,true,274.908085506,6.39287084418,7.125,95.2191015123,0.2,,460.201235708,23.3181558615,False,False
1,1,true,470.219267696,119.386058989,7.125,180.005986569,0.2,,470.203214988,273.022040587,False,False
2,1,true,56.525542926,273.111184963,7.125,90.406730405,0.2,,463.177707233,275.997969631,False,False
3,1,true,297.142249801,46.5662681332,7.125,103.134174225,0.2,,389,68,False,False
4,1,true,155.583731648,109.624733188,7.125,211.997527229,0.2,,71,245,False,False
0,2,true,282.003546166,7.04099352911,7.125,95.2191015123,0.2,,460.201235708,23.3181558615,False,False
1,2,true,470.218523237,126.51105895,7.125,180.005986569,0.2,,470.203214988,273.022040587,False,False
2,2,true,63.6503634026,273.16176338,7.125,90.406730405,0.2,,463.177707233,275.997969631,False,False
3,2,true,304.080864127,48.1852975421,7.125,103.134174225,0.2,,389,68,False,False
4,2,true,151.808317669,115.667238818,7.125,211.997527229,0.2,,71,245,False,False
0,3,true,289.099006827,7.68911621404,7.125,95.2191015123,0.2,,460.201235708,23.3181558615,False,False
1,3,true,470.217778779,133.636058911,7.125,180.005986569,0.2,,470.203214988,273.022040587,False,False
2,3,true,70.7751838792,273.212341796,7.125,90.406730405,0.2,,463.177707233,275.997969631,False,False
3,3,true,311.019478454,49.8043269509,7.125,103.134174225,0.2,,389,68,False,False
4,3,true,148.032903691,121.709744448,7.125,211.997527229,0.2,,71,245,False,False
0,4,true,296.194467487,8.33723889898,7.125,95.2191015123,0.2,,460.201235708,23.3181558615,False,False
1,4,true,470.217034321,140.761058872,7.125,180.005986569,0.2,,470.203214988,273.022040587,False,False
2,4,true,77.9000043558,273.262920213,7.125,90.406730405,0.2,,463.177707233,275.997969631,False,False
3,4,true,317.95809278,51.4233563598,7.125,103.134174225,0.2,,389,68,False,False
4,4,true,144.257489712,127.752250078,7.125,211.997527229,0.2,,71,245,False,False
0,5,true,303.289928148,8.98536158391,7.125,95.2191015123,0.2,,460.201235708,23.3181558615,False,False
1,5,true,470.216289863,147.886058833,7.125,180.005986569,0.2,,470.203214988,273.022040587,False,False
2,5,true,85.0248248324,273.313498629,7.125,90.406730405,0.2,,463.177707233,275.997969631,False,False
3,5,true,324.896707107,53.0423857686,7.125,103.134174225,0.2,,389,68,False,False
4,5,true,140.482075733,133.794755708,7.125,211.997527229,0.2,,71,245,False,False
0,6,true,310.385388808,9.63348426885,7.125,95.2191015123,0.2,,460.201235708,23.3181558615,False,False
1,6,true,470.215545405,155.011058794,7.125,180.005986569,0.2,,470.203214988,273.022040587,False,False
2,6,true,92.149645309,273.364077046,7.125,90.406730405,0.2,,463.177707233,275.997969631,False,False
3,6,true,331.835321434,54.6614151775,7.125,103.134174225,0.2,,389,68,False,False
4,6,true,136.706661754,139.837261338,7.125,211.997527229,0.2,,71,245,False,False
0,7,true,317.480849469,10.2816069538,7.125,95.2191015123,0.2,,460.201235708,23.3181558615,False,False
1,7,true,470.214800947,162.136058755,7.125,180.005986569,0.2,,470.203214988,273.022040587,False,False
2,7,true,99.2744657856,273.414655462,7.125,90.406730405,0.2,,463.177707233,275.997969631,False,False
3,7,true,338.77393576,56.2804445863,7.125,103.134174225,0.2,,389,68,False,False
4,7,true,132.931247776,145.879766968,7.125,211.997527229,0.2,,71,245,False,False
0,8,true,324.576310129,10.9297296387,7.125,95.2191015123,0.2,,460.201235708,23.3181558615,False,False
1,8,true,470.214056489,169.261058717,7.125,180.005986569,0.2,,470.203214988,273.022040587,False,False
2,8,true,106.399286262,273.465233878,7.125,90.406730405,0.2,,463.177707233,275.997969631,False,False
3,8,true,345.712550087,57.8994739952,7.125,103.134174225,0.2,,389,68,False,False
4,8,true,129.155833797,151.922272599,7.125,211.997527229,0.2,,71,245,False,False
0,9,true,331.67177079,11.5778523236,7.125,95.2191015123,0.2,,460.201235708,23.3181558615,False,False
1,9,true,470.213312031,176.386058678,7.125,180.005986569,0.2,,470.203214988,273.022040587,False,False
2,9,true,113.524106739,273.515812295,7.125,90.406730405,0.2,,463.177707233,275.997969631,False,False
3,9,true,352.651164413,59.518503404,7.125,103.134174225,0.2,,389,68,False,False
4,9,true,125.380419818,157.964778229,7.125,211.997527229,0.2,,71,245,False,False
0,10,true,338.76723145,12.2259750086,7.125,95.2191015123,0.2,,460.201235708,23.3181558615,False,False
1,10,true,470.212567573,183.511058639,7.125,180.005986569,0.2,,470.203214988,273.022040587,False,False
2,10,true,120.648927215,273.566390711,7.125,90.406730405,0.2,,463.177707233,275.997969631,False,False
3,10,true,359.58977874,61.1375328128,7.125,103.134174225,0.2,,389,68,False,False
4,10,true,121.60500584,164.007283859,7.125,211.997527229,0.2,,71,245,False,False
0,11,true,345.862692111,12.8740976935,7.125,95.2191015123,0.2,,460.201235708,23.3181558615,False,False
1,11,true,470.211823115,190.6360586,7.125,180.005986569,0.2,,470.203214988,273.022040587,False,False
2,11,true,127.773747692,273.616969128,7.125,90.406730405,0.2,,463.177707233,275.997969631,False,False
3,11,true,366.528393067,62.7565622217,7.125,103.134174225,0.2,,389,68,False,False
4,11,true,117.829591861,170.049789489,7.125,211.997527229,0.2,,71,245,False,False
0,12,true,352.958152771,13.5222203785,7.125,95.2191015123,0.2,,460.201235708,23.3181558615,False,False
1,12,true,470.211078657,197.761058561,7.125,180.005986569,0.2,,470.203214988,273.022040587,False,False
2,12,true,134.898568169,273.667547544,7.125,90.406730405,0.2,,463.177707233,275.997969631,False,False
3,12,true,373.467007393,64.3755916305,7.125,103.134174225,0.2,,389,68,False,False
4,12,true,114.054177882,176.092295119,7.125,211.997527229,0.2,,71,245,False,False
0,13,true,360.053613432,14.1703430634,7.125,95.2191015123,0.2,,460.201235708,23.3181558615,False,False
1,13,true,470.210334199,204.886058522,7.125,180.005986569,0.2,,470.203214988,273.022040587,False,False
2,13,true,142.023388645,273.718125961,7.125,90.406730405,0.2,,463.177707233,275.997969631,False,False
3,13,true,380.40562172,65.9946210394,7.125,103.134174225,0.2,,389,68,False,False
4,13,true,110.278763903,182.134800749,7.125,211.997527229,0.2,,71,245,False,False
0,14,true,367.149074093,14.8184657483,7.125,95.2191015123,0.2,,460.201235708,23.3181558615,False,False
1,14,true,470.209589741,212.011058483,7.125,180.005986569,0.2,,470.203214988,273.022040587,False,False
2,14,true,149.148209122,273.768704377,7.125,90.406730405,0.2,,463.177707233,275.997969631,False,False
3,14,true,387.344236046,67.6136504482,7.125,103.134174225,0.2,,389,68,False,False
4,14,true,106.503349925,188.177306379,7.125,211.997527229,0.2,,71,245,False,False
0,15,true,374.244534753,15.4665884333,7.125,95.2191015123,0.2,,460.201235708,23.3181558615,False,False
1,15,true,470.208845283,219.136058444,7.125,180.005986569,0.2,,470.203214988,273.022040587,False,False
2,15,true,156.273029598,273.819282794,7.125,90.406730405,0.2,,463.177707233,275.997969631,False,False
3,15,true,380.788435753,70.4041893767,7.125,246.942508154,0.2,,175,158,False,False
4,15,true,102.727935946,194.219812009,7.125,211.997527229,0.2,,71,245,False,False
0,16,true,381.339995414,16.1147111182,7.125,95.2191015123,0.2,,460.201235708,23.3181558615,False,False
1,16,true,470.208100825,226.261058405,7.125,180.005986569,0.2,,470.203214988,273.022040587,False,False
2,16,true,163.397850075,273.86986121,7.125,90.406730405,0.2,,463.177707233,275.997969631,False,False
3,16,true,374.232635459,73.1947283052,7.125,246.942508154,0.2,,175,158,False,False
4,16,true,98.9525219672,200.262317639,7.125,211.997527229,0.2,,71,245,False,False
0,17,true,388.435456074,16.7628338031,7.125,95.2191015123,0.2,,460.201235708,23.3181558615,False,False
1,17,true,470.207356367,233.386058366,7.125,180.005986569,0.2,,470.203214988,273.022040587,False,False
2,17,true,170.522670552,273.920439626,7.125,90.406730405,0.2,,463.177707233,275.997969631,False,False
3,17,true,367.676835166,75.9852672336,7.125,246.942508154,0.2,,175,158,False,False
4,17,true,95.1771079885,206.304823269,7.125,211.997527229,0.2,,71,245,False,False
0,18,true,395.530916735,17.4109564881,7.125,95.2191015123,0.2,,460.201235708,23.3181558615,False,False
1,18,true,470.206611909,240.511058328,7.125,180.005986569,0.2,,470.203214988,273.022040587,False,False
2,18,true,177.647491028,273.971018043,7.125,90.406730405,0.2,,463.177707233,275.997969631,False,False
3,18,true,361.121034872,78.7758061621,7.125,246.942508154,0.2,,175,158,False,False
4,18,true,91.4016940098,212.347328899,7.125,211.997527229,0.2,,71,245,False,False
0,19,true,402.626377395,18.059079173,7.125,95.2191015123,0.2,,460.201235708,23.3181558615,False,False
1,19,true,470.205867451,247.636058289,7.125,180.005986569,0.2,,470.203214988,273.022040587,False,False
2,19,true,184.772311505,274.021596459,7.125,90.406730405,0.2,,463.177707233,275.997969631,False,False
3,19,true,354.565234579,81.5663450906,7.125,246.942508154,0.2,,175,158,False,False
4,19,true,87.626280031,218.389834529,7.125,211.997527229,0.2,,71,245,False,False
0,20,true,409.721838056,18.7072018579,7.125,95.2191015123,0.2,,460.201235708,23.3181558615,False,False
1,20,true,470.205122993,254.76105825,7.125,180.005986569,0.2,,470.203214988,273.022040587,False,False
2,20,true,191.897131981,274.072174876,7.125,90.406730405,0.2,,463.177707233,275.997969631,False,False
3,20,true,348.009434285,84.356884019,7.125,246.942508154,0.2,,175,158,False,False
4,20,true,83.8508660523,224.432340159,7.125,211.997527229,0.2,,71,245,False,False
0,21,true,416.817298716,19.3553245429,7.125,95.2191015123,0.2,,460.201235708,23.3181558615,False,False
1,21,true,470.204378534,261.886058211,7.125,180.005986569,0.2,,470.203214988,273.022040587,False,False
2,21,true,199.021952458,274.122753292,7.125,90.406730405,0.2,,463.177707233,275.997969631,False,False
3,21,true,341.453633992,87.1474229475,7.125,246.942508154,0.2,,175,158,False,False
4,21,true,80.0754520736,230.474845789,7.125,211.997527229,0.2,,71,245,False,False
0,22,true,423.912759377,20.0034472278,7.125,95.2191015123,0.2,,460.201235708,23.3181558615,False,False
1,22,true,470.203634076,269.011058172,7.125,180.005986569,0.2,,470.203214988,273.022040587,False,False
2,22,true,206.146772935,274.173331709,7.125,90.406730405,0.2,,463.177707233,275.997969631,False,False
3,22,true,334.897833698,89.937961876,7.125,246.942508154,0.2,,175,158,False,False
4,22,true,76.3000380949,236.517351419,7.125,211.997527229,0.2,,71,245,False,False
0,23,true,431.008220037,20.6515699127,7.125,95.2191015123,0.2,,460.201235708,23.3181558615,False,False
1,23,true,470.203412045,271.13605816,2.125,180.005986569,0.2,,470.203214988,273.022040587,False,False
2,23,true,213.271593411,274.223910125,7.125,90.406730405,0.2,,463.177707233,275.997969631,False,False
3,23,true,328.342033405,92.7285008044,7.125,246.942508154,0.2,,175,158,False,False
4,23,true,72.5246241162,242.559857049,7.125,211.997527229,0.2,,71,245,False,False
0,24,true,438.103680698,21.2996925977,7.125,95.2191015123,0.2,,460.201235708,23.3181558615,False,False
1,24,true,463.078618044,271.081878498,7.125,270.435690655,0.2,,3.90086527691,267.590114991,False,False
2,24,true,220.396413888,274.274488542,7.125,90.406730405,0.2,,463.177707233,275.997969631,False,False
3,24,true,321.786233111,95.5190397329,7.125,246.942508154,0.2,,175,158,False,False
4,24,true,71.3986234559,244.362007851,2.125,211.997527229,0.2,,71,245,False,False
0,25,true,445.199141358,21.9478152826,7.125,95.2191015123,0.2,,460.201235708,23.3181558615,False,False
1,25,true,455.953824042,271.027698835,7.125,270.435690655,0.2,,3.90086527691,267.590114991,False,False
2,25,true,227.521234364,274.325066958,7.125,90.406730405,0.2,,463.177707233,275.997969631,False,False
3,25,true,315.230432817,98.3095786614,7.125,246.942508154,0.2,,175,158,False,False
4,25,true,77.8429741136,241.322934045,7.125,64.7520312703,0.2,,386,96,False,False
0,26,true,452.294602019,22.5959379675,7.125,95.2191015123,0.2,,460.201235708,23.3181558615,False,False
1,26,true,448.82903004,270.973519173,7.125,270.435690655,0.2,,3.90086527691,267.590114991,False,False
2,26,true,234.646054841,274.375645374,7.125,90.406730405,0.2,,463.177707233,275.997969631,False,False
3,26,true,308.674632524,101.10011759,7.125,246.942508154,0.2,,175,158,False,False
4,26,true,84.2873247713,238.283860239,7.125,64.7520312703,0.2,,386,96,False,False
0,27,true,459.39006268,23.2440606525,7.125,95.2191015123,0.2,,460.201235708,23.3181558615,False,False
1,27,true,441.704236039,270.91933951,7.125,270.435690655,0.2,,3.90086527691,267.590114991,False,False
2,27,true,241.770875318,274.426223791,7.125,90.406730405,0.2,,463.177707233,275.997969631,False,False
3,27,true,302.11883223,103.890656518,7.125,246.942508154,0.2,,175,158,False,False
4,27,true,90.7316754291,235.244786432,7.125,64.7520312703,0.2,,386,96,False,False
